Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185732,05/12/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,70.0,1,752.5,338.625,45.0,Online
Foot Locker,1185732,05/12/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60.0,875,525.0,183.75,35.0,Online
Sports Direct,1185732,05/12/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,60.0,825,495.0,123.75,25.0,Online
Sports Direct,1185732,05/12/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,60.0,775,465.0,139.5,30.0,Online
Sports Direct,1185732,05/12/2021,Southeast,South Carolina,Charleston,Men's Apparel,70.0,775,542.5,189.875,35.0,Online
Sports Direct,1185732,05/12/2021,Southeast,South Carolina,Charleston,Women's Apparel,75.0,875,656.25,328.125,50.0,Online
Sports Direct,1185732,06/01/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,35.0,925,323.75,129.5,40.0,Online
Sports Direct,1185732,06/01/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,725,253.75,88.813,35.0,Online
Sports Direct,1185732,06/01/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,725,181.25,72.5,40.0,Online
Sports Direct,1185732,06/01/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,30.0,575,172.5,69.0,40.0,Online
Sports Direct,1185732,06/01/2021,Southeast,South Carolina,Charleston,Men's Apparel,45.0,625,281.25,98.438,35.0,Online
Sports Direct,1185732,06/01/2021,Southeast,South Carolina,Charleston,Women's Apparel,35.0,725,253.75,126.875,50.0,Online
Sports Direct,1185732,04/02/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,35.0,975,341.25,136.5,40.0,Online
Sports Direct,1185732,04/02/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35.0,625,218.75,76.563,35.0,Online
Sports Direct,1185732,04/02/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,25.0,675,168.75,67.5,40.0,Online
Sports Direct,1185732,04/02/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30.0,525,157.5,63.0,40.0,Online
Sports Direct,1185732,04/02/2021,Southeast,North Carolina,Charlotte,Men's Apparel,45.0,600,270.0,94.5,35.0,Online
Sports Direct,1185732,04/02/2021,Southeast,North Carolina,Charlotte,Women's Apparel,30.0,700,210.0,105.0,50.0,Online
Sports Direct,1185732,02/03/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,30.0,920,276.0,110.4,40.0,Online
Sports Direct,1185732,02/03/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,30.0,600,180.0,63.0,35.0,Online
Sports Direct,1185732,02/03/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,20.0,625,125.0,50.0,40.0,Online
Sports Direct,1185732,02/03/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25.0,475,118.75,47.5,40.0,Online
Sports Direct,1185732,02/03/2021,Southeast,North Carolina,Charlotte,Men's Apparel,40.0,525,210.0,73.5,35.0,Online
Sports Direct,1185732,02/03/2021,Southeast,North Carolina,Charlotte,Women's Apparel,30.0,625,187.5,93.75,50.0,Online
Sports Direct,1185732,03/04/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,30.0,875,262.5,105.0,40.0,Online
Sports Direct,1185732,03/04/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,30.0,575,172.5,60.375,35.0,Online
Sports Direct,1185732,03/04/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,20.0,575,115.0,46.0,40.0,Online
Sports Direct,1185732,03/04/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25.0,500,125.0,50.0,40.0,Online
Sports Direct,1185732,03/04/2021,Southeast,North Carolina,Charlotte,Men's Apparel,45.0,525,236.25,82.688,35.0,Online
Sports Direct,1185732,03/04/2021,Southeast,North Carolina,Charlotte,Women's Apparel,35.0,675,236.25,118.125,50.0,Online
Sports Direct,1185732,02/05/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,45.0,945,425.25,170.1,40.0,Online
Sports Direct,1185732,02/05/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,45.0,650,292.5,102.375,35.0,Online
Sports Direct,1185732,02/05/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,40.0,625,250.0,100.0,40.0,Online
Sports Direct,1185732,02/05/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,40.0,575,230.0,92.0,40.0,Online
Sports Direct,1185732,02/05/2021,Southeast,North Carolina,Charlotte,Men's Apparel,50.0,600,300.0,105.0,35.0,Online
Sports Direct,1185732,02/05/2021,Southeast,North Carolina,Charlotte,Women's Apparel,55.0,700,385.0,192.5,50.0,Online
Sports Direct,1185732,04/06/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,50.0,950,475.0,190.0,40.0,Online
Sports Direct,1185732,04/06/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,45.0,700,315.0,110.25,35.0,Online
Sports Direct,1185732,04/06/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,50.0,675,337.5,135.0,40.0,Online
Sports Direct,1185732,04/06/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,50.0,650,325.0,130.0,40.0,Online
Sports Direct,1185732,04/06/2021,Southeast,North Carolina,Charlotte,Men's Apparel,65.0,650,422.5,147.875,35.0,Online
Sports Direct,1185732,04/06/2021,Southeast,North Carolina,Charlotte,Women's Apparel,70.0,825,577.5,288.75,50.0,Online
Sports Direct,1185732,02/07/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,65.0,1,682.5,273.0,40.0,Online
Sports Direct,1185732,02/07/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,800,480.0,168.0,35.0,Online
Sports Direct,1185732,02/07/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,55.0,725,398.75,159.5,40.0,Online
Sports Direct,1185732,02/07/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,55.0,675,371.25,148.5,40.0,Online
Sports Direct,1185732,02/07/2021,Southeast,North Carolina,Charlotte,Men's Apparel,65.0,700,455.0,159.25,35.0,Online
Sports Direct,1185732,02/07/2021,Southeast,North Carolina,Charlotte,Women's Apparel,70.0,875,612.5,306.25,50.0,Online
Sports Direct,1185732,03/08/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,65.0,1,666.25,266.5,40.0,Online
Sports Direct,1185732,03/08/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,800,480.0,168.0,35.0,Online
Sports Direct,1185732,03/08/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,55.0,725,398.75,159.5,40.0,Online
Sports Direct,1185732,03/08/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,45.0,675,303.75,121.5,40.0,Online
Sports Direct,1185732,03/08/2021,Southeast,North Carolina,Charlotte,Men's Apparel,55.0,650,357.5,125.125,35.0,Online
Sports Direct,1185732,03/08/2021,Southeast,North Carolina,Charlotte,Women's Apparel,60.0,825,495.0,247.5,50.0,Online
Sports Direct,1185732,02/09/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,55.0,925,508.75,203.5,40.0,Online
Sports Direct,1185732,02/09/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,50.0,725,362.5,126.875,35.0,Online
Sports Direct,1185732,02/09/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,30.0,625,187.5,75.0,40.0,Online
Sports Direct,1185732,02/09/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30.0,600,180.0,72.0,40.0,Online
Sports Direct,1185732,02/09/2021,Southeast,North Carolina,Charlotte,Men's Apparel,40.0,600,240.0,84.0,35.0,Online
Sports Direct,1185732,02/09/2021,Southeast,North Carolina,Charlotte,Women's Apparel,45.0,700,315.0,157.5,50.0,Online
Sports Direct,1185732,04/10/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,45.0,875,393.75,157.5,40.0,Online
Sports Direct,1185732,04/10/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35.0,700,245.0,85.75,35.0,Online
Sports Direct,1185732,04/10/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,35.0,575,201.25,80.5,40.0,Online
Sports Direct,1185732,04/10/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,35.0,550,192.5,77.0,40.0,Online
Sports Direct,1185732,04/10/2021,Southeast,North Carolina,Charlotte,Men's Apparel,45.0,550,247.5,86.625,35.0,Online
Sports Direct,1185732,04/10/2021,Southeast,North Carolina,Charlotte,Women's Apparel,50.0,675,337.5,168.75,50.0,Online
Sports Direct,1185732,03/11/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,45.0,825,371.25,148.5,40.0,Online
Sports Direct,1185732,03/11/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35.0,650,227.5,79.625,35.0,Online
Sports Direct,1185732,03/11/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,40.0,595,238.0,95.2,40.0,Online
Sports Direct,1185732,03/11/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,60.0,650,390.0,156.0,40.0,Online
Sports Direct,1185732,03/11/2021,Southeast,North Carolina,Charlotte,Men's Apparel,75.0,625,468.75,164.063,35.0,Online
Sports Direct,1185732,03/11/2021,Southeast,North Carolina,Charlotte,Women's Apparel,75.0,725,543.75,271.875,50.0,Online
Sports Direct,1185732,02/12/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,70.0,975,682.5,273.0,40.0,Online
Sports Direct,1185732,02/12/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,60.0,775,465.0,162.75,35.0,Online
Amazon,1185732,02/12/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,60.0,725,435.0,174.0,40.0,Online
Amazon,1185732,02/12/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,60.0,675,405.0,162.0,40.0,Online
Amazon,1185732,02/12/2021,Southeast,North Carolina,Charlotte,Men's Apparel,70.0,675,472.5,165.375,35.0,Online
Amazon,1185732,02/12/2021,Southeast,North Carolina,Charlotte,Women's Apparel,75.0,775,581.25,290.625,50.0,Online
Amazon,1185732,13/01/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,35.0,775,271.25,108.5,40.0,Online
Amazon,1185732,13/01/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35.0,575,201.25,70.438,35.0,Online
Amazon,1185732,13/01/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,25.0,575,143.75,57.5,40.0,Online
Amazon,1185732,13/01/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30.0,425,127.5,51.0,40.0,Online
Amazon,1185732,13/01/2021,Southeast,North Carolina,Charlotte,Men's Apparel,45.0,475,213.75,74.813,35.0,Online
Amazon,1185732,13/01/2021,Southeast,North Carolina,Charlotte,Women's Apparel,35.0,575,201.25,100.625,50.0,Online
Amazon,1185732,11/02/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,35.0,825,288.75,115.5,40.0,Online
Amazon,1185732,11/02/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35.0,475,166.25,58.188,35.0,Online
Amazon,1185732,11/02/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,25.0,525,131.25,52.5,40.0,Online
Amazon,1185732,11/02/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,30.0,375,112.5,45.0,40.0,Online
Amazon,1185732,11/02/2021,Midwest,Ohio,Columbus,Men's Apparel,45.0,450,202.5,70.875,35.0,Online
Amazon,1185732,11/02/2021,Midwest,Ohio,Columbus,Women's Apparel,30.0,550,165.0,82.5,50.0,Online
Amazon,1185732,09/03/2021,Midwest,Ohio,Columbus,Men's Street Footwear,30.0,770,231.0,92.4,40.0,Online
Amazon,1185732,09/03/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,30.0,450,135.0,47.25,35.0,Online
Amazon,1185732,09/03/2021,Midwest,Ohio,Columbus,Women's Street Footwear,20.0,475,95.0,38.0,40.0,Online
Amazon,1185732,09/03/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,25.0,325,81.25,32.5,40.0,Online
Amazon,1185732,09/03/2021,Midwest,Ohio,Columbus,Men's Apparel,40.0,375,150.0,52.5,35.0,Online
Amazon,1185732,09/03/2021,Midwest,Ohio,Columbus,Women's Apparel,30.0,475,142.5,71.25,50.0,Online
Amazon,1185732,10/04/2021,Midwest,Ohio,Columbus,Men's Street Footwear,30.0,725,217.5,87.0,40.0,Online
Amazon,1185732,10/04/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,30.0,425,127.5,44.625,35.0,Online
Amazon,1185732,10/04/2021,Midwest,Ohio,Columbus,Women's Street Footwear,20.0,425,85.0,34.0,40.0,Online
Amazon,1185732,10/04/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,25.0,350,87.5,35.0,40.0,Online
Amazon,1185732,10/04/2021,Midwest,Ohio,Columbus,Men's Apparel,45.0,375,168.75,59.063,35.0,Online
Amazon,1185732,10/04/2021,Midwest,Ohio,Columbus,Women's Apparel,35.0,525,183.75,91.875,50.0,Online
Amazon,1185732,09/05/2021,Midwest,Ohio,Columbus,Men's Street Footwear,45.0,795,357.75,143.1,40.0,Online
Amazon,1185732,09/05/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,45.0,500,225.0,78.75,35.0,Online
Amazon,1185732,09/05/2021,Midwest,Ohio,Columbus,Women's Street Footwear,40.0,475,190.0,76.0,40.0,Online
Amazon,1185732,09/05/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,40.0,425,170.0,68.0,40.0,Online
Amazon,1185732,09/05/2021,Midwest,Ohio,Columbus,Men's Apparel,50.0,450,225.0,78.75,35.0,Online
Amazon,1185732,09/05/2021,Midwest,Ohio,Columbus,Women's Apparel,55.0,550,302.5,151.25,50.0,Online
Amazon,1185732,11/06/2021,Midwest,Ohio,Columbus,Men's Street Footwear,50.0,800,400.0,160.0,40.0,Online
Amazon,1185732,11/06/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,45.0,550,247.5,86.625,35.0,Online
Amazon,1185732,11/06/2021,Midwest,Ohio,Columbus,Women's Street Footwear,50.0,525,262.5,105.0,40.0,Online
Amazon,1185732,11/06/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,50.0,500,250.0,100.0,40.0,Online
Amazon,1185732,11/06/2021,Midwest,Ohio,Columbus,Men's Apparel,65.0,500,325.0,113.75,35.0,Online
Amazon,1185732,11/06/2021,Midwest,Ohio,Columbus,Women's Apparel,70.0,675,472.5,236.25,50.0,Online
Amazon,1185732,09/07/2021,Midwest,Ohio,Columbus,Men's Street Footwear,65.0,900,585.0,234.0,40.0,Online
Amazon,1185732,09/07/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,60.0,650,390.0,136.5,35.0,Online
Amazon,1185732,09/07/2021,Midwest,Ohio,Columbus,Women's Street Footwear,55.0,575,316.25,126.5,40.0,Online
Amazon,1185732,09/07/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,55.0,525,288.75,115.5,40.0,Online
Amazon,1185732,09/07/2021,Midwest,Ohio,Columbus,Men's Apparel,65.0,550,357.5,125.125,35.0,Online
Amazon,1185732,09/07/2021,Midwest,Ohio,Columbus,Women's Apparel,70.0,725,507.5,253.75,50.0,Online
Amazon,1185732,10/08/2021,Midwest,Ohio,Columbus,Men's Street Footwear,65.0,875,568.75,227.5,40.0,Online
Amazon,1185732,10/08/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,60.0,650,390.0,136.5,35.0,Online
Amazon,1185732,10/08/2021,Midwest,Ohio,Columbus,Women's Street Footwear,55.0,575,316.25,126.5,40.0,Online
Amazon,1185732,10/08/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,45.0,525,236.25,94.5,40.0,Online
Amazon,1185732,10/08/2021,Midwest,Ohio,Columbus,Men's Apparel,55.0,500,275.0,96.25,35.0,Online
Amazon,1185732,10/08/2021,Midwest,Ohio,Columbus,Women's Apparel,60.0,675,405.0,202.5,50.0,Online
Amazon,1185732,09/09/2021,Midwest,Ohio,Columbus,Men's Street Footwear,55.0,775,426.25,170.5,40.0,Online
Amazon,1185732,09/09/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,50.0,575,287.5,100.625,35.0,Online
Amazon,1185732,09/09/2021,Midwest,Ohio,Columbus,Women's Street Footwear,25.0,475,118.75,47.5,40.0,Online
Amazon,1185732,09/09/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,25.0,450,112.5,45.0,40.0,Online
Amazon,1185732,09/09/2021,Midwest,Ohio,Columbus,Men's Apparel,35.0,450,157.5,55.125,35.0,Online
Amazon,1185732,09/09/2021,Midwest,Ohio,Columbus,Women's Apparel,40.0,550,220.0,110.0,50.0,Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Men's Street Footwear,40.0,725,290.0,116.0,40.0,Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,30.0,550,165.0,57.75,35.0,Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Women's Street Footwear,30.0,425,127.5,51.0,40.0,Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,30.0,400,120.0,48.0,40.0,Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Men's Apparel,40.0,400,160.0,56.0,35.0,Online
Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Women's Apparel,40.0,525,210.0,105.0,50.0,Online
Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Men's Street Footwear,35.0,675,236.25,94.5,40.0,Online
Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,25.0,500,125.0,43.75,35.0,Online
Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Women's Street Footwear,35.0,445,155.75,62.3,40.0,Online
Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,65.0,500,325.0,130.0,40.0,Online
Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Men's Apparel,80.0,475,380.0,133.0,35.0,Online
Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Women's Apparel,80.0,575,460.0,230.0,50.0,Online
Amazon,1185732,09/12/2021,Midwest,Ohio,Columbus,Men's Street Footwear,75.0,825,618.75,247.5,40.0,Online
Amazon,1185732,09/12/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,65.0,625,406.25,142.188,35.0,Online
West Gear,1185732,09/12/2021,Midwest,Ohio,Columbus,Women's Street Footwear,65.0,575,373.75,149.5,40.0,Online
West Gear,1185732,09/12/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,65.0,525,341.25,136.5,40.0,Online
West Gear,1185732,09/12/2021,Midwest,Ohio,Columbus,Men's Apparel,75.0,525,393.75,137.813,35.0,Online
West Gear,1185732,09/12/2021,Midwest,Ohio,Columbus,Women's Apparel,80.0,625,500.0,250.0,50.0,Online
Amazon,1185732,22/01/2021,Midwest,Ohio,Columbus,Men's Street Footwear,40.0,500,200.0,80.0,40.0,Online
Amazon,1185732,22/01/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,40.0,300,120.0,42.0,35.0,Online
Amazon,1185732,22/01/2021,Midwest,Ohio,Columbus,Women's Street Footwear,30.0,300,90.0,36.0,40.0,Online
Amazon,1185732,22/01/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,35.0,150,52.5,21.0,40.0,Online
Amazon,1185732,22/01/2021,Midwest,Ohio,Columbus,Men's Apparel,50.0,200,100.0,35.0,35.0,Online
Amazon,1185732,22/01/2021,Midwest,Ohio,Columbus,Women's Apparel,40.0,300,120.0,48.0,40.0,Online
Amazon,1185732,22/02/2021,Midwest,Ohio,Columbus,Men's Street Footwear,40.0,550,220.0,88.0,40.0,Online
Amazon,1185732,22/02/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,40.0,200,80.0,28.0,35.0,Online
Amazon,1185732,22/02/2021,Midwest,Ohio,Columbus,Women's Street Footwear,30.0,250,75.0,30.0,40.0,Online
Amazon,1185732,22/02/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35.0,125,43.75,17.5,40.0,Online
Amazon,1185732,22/02/2021,Southeast,Kentucky,Louisville,Men's Apparel,50.0,200,100.0,35.0,35.0,Online
Amazon,1185732,22/02/2021,Southeast,Kentucky,Louisville,Women's Apparel,40.0,300,120.0,48.0,40.0,Online
Amazon,1185732,21/03/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,45.0,520,234.0,93.6,40.0,Online
Amazon,1185732,21/03/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,225,101.25,35.438,35.0,Online
Amazon,1185732,21/03/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,35.0,250,87.5,35.0,40.0,Online
Amazon,1185732,21/03/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,100,40.0,16.0,40.0,Online
Amazon,1185732,21/03/2021,Southeast,Kentucky,Louisville,Men's Apparel,55.0,150,82.5,28.875,35.0,Online
Amazon,1185732,21/03/2021,Southeast,Kentucky,Louisville,Women's Apparel,45.0,250,112.5,45.0,40.0,Online
Amazon,1185732,22/04/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,45.0,475,213.75,85.5,40.0,Online
Amazon,1185732,22/04/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,175,78.75,27.563,35.0,Online
Amazon,1185732,22/04/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,175,70.0,28.0,40.0,Online
Amazon,1185732,22/04/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45.0,100,45.0,18.0,40.0,Online
Amazon,1185732,22/04/2021,Southeast,Kentucky,Louisville,Men's Apparel,50.0,125,62.5,21.875,35.0,Online
Amazon,1185732,22/04/2021,Southeast,Kentucky,Louisville,Women's Apparel,40.0,250,100.0,40.0,40.0,Online
Amazon,1185732,23/05/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,520,260.0,104.0,40.0,Online
Amazon,1185732,23/05/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,225,101.25,35.438,35.0,Online
Amazon,1185732,23/05/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,200,80.0,32.0,40.0,Online
Amazon,1185732,23/05/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,125,50.0,20.0,40.0,Online
Amazon,1185732,23/05/2021,Southeast,Kentucky,Louisville,Men's Apparel,50.0,150,75.0,26.25,35.0,Online
Amazon,1185732,23/05/2021,Southeast,Kentucky,Louisville,Women's Apparel,55.0,275,151.25,60.5,40.0,Online
Amazon,1185732,22/06/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,40.0,525,210.0,84.0,40.0,Online
Amazon,1185732,22/06/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,35.0,275,96.25,33.688,35.0,Online
Amazon,1185732,22/06/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,30.0,225,67.5,27.0,40.0,Online
Amazon,1185732,22/06/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,30.0,200,60.0,24.0,40.0,Online
Amazon,1185732,22/06/2021,Southeast,Kentucky,Louisville,Men's Apparel,50.0,200,100.0,35.0,35.0,Online
Amazon,1185732,22/06/2021,Southeast,Kentucky,Louisville,Women's Apparel,55.0,375,206.25,82.5,40.0,Online
Amazon,1185732,21/07/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,600,300.0,120.0,40.0,Online
Amazon,1185732,21/07/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,350,157.5,55.125,35.0,Online
Amazon,1185732,21/07/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,275,110.0,44.0,40.0,Online
Amazon,1185732,21/07/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,225,90.0,36.0,40.0,Online
Amazon,1185732,21/07/2021,Southeast,Kentucky,Louisville,Men's Apparel,50.0,250,125.0,43.75,35.0,Online
Amazon,1185732,21/07/2021,Southeast,Kentucky,Louisville,Women's Apparel,55.0,425,233.75,93.5,40.0,Online
Amazon,1185732,22/08/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,575,287.5,115.0,40.0,Online
Amazon,1185732,22/08/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,350,157.5,55.125,35.0,Online
Amazon,1185732,22/08/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,40.0,275,110.0,44.0,40.0,Online
Amazon,1185732,22/08/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40.0,250,100.0,40.0,40.0,Online
Amazon,1185732,22/08/2021,Southeast,Kentucky,Louisville,Men's Apparel,50.0,225,112.5,39.375,35.0,Online
Amazon,1185732,22/08/2021,Southeast,Kentucky,Louisville,Women's Apparel,55.0,400,220.0,88.0,40.0,Online
Amazon,1185732,23/09/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,525,262.5,105.0,40.0,Online
Amazon,1185732,23/09/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,325,146.25,51.188,35.0,Online
Amazon,1185732,23/09/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,35.0,225,78.75,31.5,40.0,Online
Amazon,1185732,23/09/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35.0,200,70.0,28.0,40.0,Online
Amazon,1185732,23/09/2021,Southeast,Kentucky,Louisville,Men's Apparel,45.0,200,90.0,31.5,35.0,Online
Amazon,1185732,23/09/2021,Southeast,Kentucky,Louisville,Women's Apparel,50.0,275,137.5,55.0,40.0,Online
Amazon,1185732,22/10/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,55.0,450,247.5,99.0,40.0,Online
Amazon,1185732,22/10/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.0,275,123.75,43.313,35.0,Online
Amazon,1185732,22/10/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,45.0,175,78.75,31.5,40.0,Online
Amazon,1185732,22/10/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45.0,150,67.5,27.0,40.0,Online
Amazon,1185732,22/10/2021,Southeast,Kentucky,Louisville,Men's Apparel,55.0,150,82.5,28.875,35.0,Online
Amazon,1185732,22/10/2021,Southeast,Kentucky,Louisville,Women's Apparel,55.0,275,151.25,60.5,40.0,Online
Amazon,1185732,22/11/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50.0,425,212.5,85.0,40.0,Online
Amazon,1185732,22/11/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,40.0,275,110.0,38.5,35.0,Online
Amazon,1185732,22/11/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,45.0,220,99.0,39.6,40.0,Online
Foot Locker,1185732,22/11/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,55.0,200,110.0,44.0,40.0,Online
Foot Locker,1185732,22/11/2021,Southeast,Kentucky,Louisville,Men's Apparel,65.0,175,113.75,39.813,35.0,Online
Foot Locker,1185732,22/11/2021,Southeast,Kentucky,Louisville,Women's Apparel,70.0,275,192.5,77.0,40.0,Online
Foot Locker,1185732,21/12/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,65.0,525,341.25,136.5,40.0,Online
Foot Locker,1185732,21/12/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,55.0,325,178.75,62.563,35.0,Online
